id	sexo	idade	vinculo	estacionamento	instalacoes	ambiente
487	Feminino	37	Terceirizado	Bom	Ótimo	Bom
488	Feminino	35	Servidor	Regular	Ótimo	Ótimo
489	Feminino	43	Servidor	Bom	Regular	Bom
490	Feminino	37	Servidor	Regular	Ótimo	Ótimo
491	Masculino	23	Estagiário	Bom	Bom	Ótimo
492	Feminino	38	Servidor	Ruim	Bom	Ótimo
493	Feminino	26	Servidor	Ruim	Regular	Bom
494	Masculino	18	Estagiário	Bom	Bom	Ótimo
495	Feminino	28	Servidor	Ótimo	Bom	Bom
496	Masculino	23	Estagiário	Bom	Bom	Ótimo
497	Masculino	32	Terceirizado	Bom	Ótimo	Ótimo
498	Masculino	54	Servidor	Regular	Ótimo	Bom
499	Masculino	31	Servidor	Regular	Ótimo	Regular
500	Feminino	27	Servidor	Regular	Bom	Bom
501	Masculino	30	Servidor	Regular	Ótimo	Bom
502	Feminino	40	Servidor	Regular	Ótimo	Regular
503	Feminino	35	Servidor	Ruim	Ruim	Bom
504	Masculino	32	Servidor	Bom	Ótimo	Bom
505	Feminino	40	Servidor	Bom	Ótimo	Bom
506	Masculino	38	Servidor	Regular	Ótimo	Bom
507	Feminino	20	Estagiário	Regular	Bom	Ótimo
508	Feminino	34	Terceirizado	Regular	Bom	Ótimo
509	Masculino	38	Servidor	Regular	Ótimo	Ruim
510	Feminino	20	Estagiário	Bom	Bom	Ótimo
511	Masculino	45	Servidor	Bom	Ruim	Ruim
512	Feminino	39	Servidor	Bom	Ótimo	Regular
513	Masculino	34	Servidor	Regular	Bom	Bom
514	Feminino	21	Estagiário	Regular	Regular	Bom
515	Feminino	29	Servidor	Ruim	Bom	Ótimo
516	Feminino	30	Servidor	Regular	Ótimo	Bom
517	Feminino	41	Servidor	Regular	Bom	Bom
518	Feminino	32	Servidor	Regular	Ótimo	Bom
519	Masculino	32	Servidor	Bom	Bom	Regular
520	Feminino	38	Terceirizado	Regular	Ótimo	Bom
521	Feminino	27	Servidor	Regular	Bom	Bom
522	Masculino	25	Servidor	Regular	Ótimo	Regular
523	Feminino	32	Servidor	Ruim	Bom	Bom
524	Feminino	40	Servidor	Regular	Bom	Bom
525	Feminino	43	Terceirizado	Bom	Bom	Ótimo
526	Masculino	45	Servidor	Ruim	Regular	Bom
527	Feminino	28	Servidor	Regular	Regular	Ótimo
528	Masculino	29	Terceirizado	Bom	Ótimo	Ótimo
529	Masculino	44	Servidor	Regular	Bom	Bom
530	Feminino	45	Terceirizado	Regular	Ótimo	Ótimo
531	Feminino	32	Servidor	Bom	Ótimo	Regular
532	Feminino	37	Servidor	Regular	Ótimo	Bom
533	Masculino	35	Servidor	Regular	Ótimo	Bom
534	Masculino	40	Servidor	Bom	Ótimo	Ótimo
535	Feminino	36	Terceirizado	Ruim	Ótimo	Ótimo
536	Masculino	18	Estagiário	Regular	Bom	Ótimo
537	Masculino	31	Servidor	Regular	Ótimo	Bom
538	Feminino	21	Servidor	Ótimo	Ótimo	Bom
539	Masculino	21	Estagiário	Regular	Bom	Bom
540	Feminino	36	Terceirizado	Bom	Regular	Bom
541	Masculino	39	Terceirizado	Regular	Bom	Bom
542	Feminino	21	Estagiário	Bom	Ótimo	Ótimo
543	Masculino	37	Servidor	Regular	Bom	Bom
544	Masculino	32	Servidor	Bom	Bom	Bom
545	Masculino	30	Servidor	Bom	Bom	Bom
546	Masculino	27	Servidor	Regular	Ótimo	Bom
547	Masculino	34	Servidor	Regular	Bom	Ruim
548	Masculino	33	Servidor	Regular	Bom	Bom
549	Masculino	49	Servidor	Regular	Bom	Bom
550	Feminino	39	Servidor	Regular	Ótimo	Bom
551	Feminino	41	Servidor	Bom	Bom	Bom
552	Masculino	32	Servidor	Bom	Ótimo	Ótimo
553	Masculino	34	Servidor	Regular	Bom	Bom
554	Masculino	39	Servidor	Ruim	Ótimo	Bom
555	Feminino	36	Servidor	Ruim	Ótimo	Ótimo
556	Feminino	36	Terceirizado	Bom	Ótimo	Ótimo
557	Masculino	29	Servidor	Bom	Bom	Ótimo
558	Masculino	32	Terceirizado	Bom	Ótimo	Ótimo
559	Masculino	37	Servidor	Bom	Bom	Bom
560	Masculino	48	Servidor	Bom	Ótimo	Regular
561	Masculino	34	Terceirizado	Ruim	Regular	Bom
562	Masculino	30	Servidor	Bom	Ótimo	Bom
563	Masculino	31	Servidor	Ruim	Ótimo	Bom
564	Masculino	33	Servidor	Bom	Ótimo	Ótimo
565	Masculino	34	Terceirizado	Regular	Bom	Ótimo
566	Masculino	37	Servidor	Regular	Ótimo	Bom
567	Feminino	27	Terceirizado	Bom	Ótimo	Bom
568	Feminino	37	Servidor	Regular	Ótimo	Bom
569	Masculino	33	Terceirizado	Ruim	Bom	Ótimo
570	Feminino	34	Servidor	Bom	Bom	Bom
571	Feminino	31	Terceirizado	Regular	Ótimo	Ótimo
572	Feminino	32	Servidor	Ruim	Ótimo	Bom
573	Masculino	43	Servidor	Bom	Ruim	Bom
574	Masculino	31	Servidor	Bom	Bom	Ótimo
575	Feminino	46	Servidor	Regular	Ótimo	Ótimo
576	Masculino	41	Servidor	Ruim	Bom	Regular
577	Feminino	38	Servidor	Regular	Ótimo	Bom
578	Masculino	29	Servidor	Bom	Ruim	Bom
579	Feminino	43	Servidor	Regular	Bom	Bom
580	Masculino	30	Servidor	Bom	Bom	Bom
581	Feminino	35	Servidor	Regular	Bom	Ótimo
582	Feminino	38	Servidor	Regular	Ótimo	Bom
583	Feminino	47	Servidor	Bom	Ótimo	Ótimo
584	Masculino	30	Servidor	Ruim	Regular	Regular
585	Masculino	43	Servidor	Bom	Ruim	Ótimo
586	Masculino	37	Terceirizado	Bom	Ótimo	Ótimo
587	Masculino	25	Terceirizado	Ótimo	Ótimo	Bom
588	Feminino	30	Servidor	Ruim	Bom	Ótimo
589	Masculino	41	Servidor	Ruim	Bom	Bom
590	Masculino	35	Terceirizado	Bom	Bom	Bom
591	Masculino	37	Terceirizado	Bom	Bom	Ótimo
592	Masculino	26	Servidor	Regular	Bom	Regular
593	Masculino	27	Terceirizado	Bom	Ótimo	Ótimo
594	Masculino	39	Servidor	Regular	Bom	Ótimo
595	Feminino	32	Servidor	Ruim	Regular	Bom
596	Masculino	30	Terceirizado	Regular	Ótimo	Ótimo
597	Feminino	20	Estagiário	Ruim	Ótimo	Ótimo
598	Feminino	39	Terceirizado	Bom	Bom	Bom
599	Feminino	42	Servidor	Ruim	Bom	Ótimo
600	Feminino	46	Servidor	Regular	Regular	Bom
601	Masculino	30	Servidor	Regular	Ótimo	Ótimo
602	Feminino	31	Servidor	Regular	Bom	Bom
603	Feminino	37	Servidor	Regular	Ótimo	Bom
604	Feminino	43	Servidor	Bom	Ótimo	Bom
605	Masculino	37	Servidor	Regular	Bom	Bom
606	Feminino	41	Servidor	Regular	Ótimo	Bom
607	Masculino	30	Servidor	Regular	Bom	Ótimo
608	Feminino	40	Servidor	Regular	Bom	Bom
609	Masculino	32	Servidor	Regular	Ótimo	Bom
610	Feminino	37	Servidor	Regular	Bom	Bom
611	Masculino	33	Servidor	Ruim	Ótimo	Bom
612	Masculino	38	Terceirizado	Ruim	Ótimo	Bom
613	Masculino	29	Servidor	Ótimo	Bom	Ruim
614	Masculino	42	Servidor	Regular	Ótimo	Bom
615	Feminino	21	Estagiário	Ruim	Ótimo	Ótimo
616	Feminino	23	Estagiário	Regular	Ótimo	Ótimo
617	Masculino	33	Servidor	Regular	Bom	Bom
618	Feminino	22	Estagiário	Regular	Ótimo	Ótimo
619	Masculino	22	Estagiário	Ruim	Ruim	Ótimo
620	Masculino	23	Servidor	Ótimo	Bom	Bom
621	Feminino	35	Terceirizado	Bom	Ruim	Ótimo
622	Feminino	36	Terceirizado	Regular	Bom	Ótimo
623	Masculino	42	Servidor	Regular	Ótimo	Bom
624	Feminino	40	Terceirizado	Bom	Ótimo	Ótimo
625	Feminino	25	Terceirizado	Regular	Bom	Ótimo
626	Masculino	28	Servidor	Ruim	Ótimo	Bom
627	Masculino	18	Estagiário	Ótimo	Bom	Bom
628	Feminino	35	Terceirizado	Ruim	Bom	Ótimo
629	Feminino	41	Terceirizado	Regular	Ótimo	Ótimo
630	Masculino	37	Servidor	Regular	Bom	Regular
631	Feminino	35	Servidor	Regular	Ruim	Bom
632	Feminino	32	Servidor	Bom	Bom	Bom
633	Feminino	37	Servidor	Regular	Bom	Bom
634	Masculino	35	Servidor	Bom	Ruim	Regular
635	Masculino	40	Servidor	Regular	Ótimo	Ótimo
636	Feminino	38	Servidor	Bom	Regular	Bom
637	Feminino	18	Estagiário	Bom	Ótimo	Ótimo
638	Masculino	32	Terceirizado	Regular	Bom	Ótimo
639	Masculino	48	Servidor	Regular	Ótimo	Bom
640	Feminino	25	Servidor	Regular	Ótimo	Regular
641	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
642	Masculino	40	Servidor	Regular	Ruim	Bom
643	Masculino	29	Servidor	Regular	Ótimo	Bom
644	Feminino	40	Terceirizado	Regular	Bom	Bom
645	Feminino	39	Terceirizado	Regular	Bom	Ótimo
646	Masculino	32	Servidor	Ruim	Regular	Ótimo
647	Feminino	28	Servidor	Ruim	Bom	Bom
648	Feminino	28	Terceirizado	Regular	Ótimo	Bom
649	Feminino	38	Terceirizado	Ruim	Bom	Ótimo
650	Feminino	41	Servidor	Ruim	Ótimo	Bom
651	Feminino	33	Servidor	Ótimo	Bom	Bom
652	Feminino	28	Servidor	Ruim	Bom	Regular
653	Masculino	33	Servidor	Regular	Ótimo	Ótimo
654	Masculino	31	Servidor	Regular	Bom	Ótimo
655	Feminino	32	Servidor	Bom	Bom	Bom
656	Feminino	26	Servidor	Bom	Ótimo	Bom
657	Masculino	42	Servidor	Bom	Ótimo	Bom
658	Feminino	41	Servidor	Ruim	Ótimo	Bom
659	Feminino	39	Servidor	Regular	Ótimo	Bom
660	Masculino	40	Servidor	Regular	Bom	Ótimo
661	Feminino	18	Estagiário	Bom	Bom	Ótimo
662	Feminino	38	Servidor	Ruim	Ótimo	Bom
663	Feminino	32	Servidor	Regular	Ruim	Bom
664	Feminino	34	Servidor	Ótimo	Ótimo	Ótimo
665	Feminino	35	Terceirizado	Regular	Ótimo	Bom
666	Feminino	20	Estagiário	Bom	Bom	Ótimo
667	Feminino	37	Terceirizado	Bom	Ótimo	Ótimo
668	Masculino	29	Terceirizado	Bom	Ótimo	Bom
669	Feminino	33	Servidor	Regular	Ótimo	Bom
670	Masculino	32	Servidor	Regular	Bom	Bom
671	Feminino	27	Servidor	Regular	Bom	Regular
672	Masculino	40	Servidor	Regular	Bom	Bom
673	Masculino	48	Servidor	Bom	Ótimo	Ótimo
674	Masculino	33	Servidor	Ruim	Regular	Bom
675	Masculino	31	Terceirizado	Ruim	Ótimo	Ótimo
676	Feminino	27	Servidor	Regular	Ótimo	Bom
677	Masculino	32	Servidor	Ruim	Bom	Bom
678	Feminino	36	Servidor	Bom	Regular	Bom
679	Feminino	34	Servidor	Regular	Ótimo	Bom
680	Feminino	22	Terceirizado	Bom	Ótimo	Ótimo
681	Feminino	23	Estagiário	Bom	Ruim	Ótimo
682	Feminino	36	Servidor	Regular	Ótimo	Regular
683	Masculino	26	Servidor	Bom	Ótimo	Bom
684	Feminino	35	Terceirizado	Bom	Bom	Bom
685	Masculino	31	Terceirizado	Regular	Ótimo	Ótimo
686	Masculino	37	Servidor	Bom	Ótimo	Ótimo
687	Masculino	31	Servidor	Bom	Ótimo	Bom
688	Feminino	34	Terceirizado	Ótimo	Bom	Ótimo
689	Masculino	34	Servidor	Ótimo	Ótimo	Bom
690	Feminino	34	Terceirizado	Bom	Bom	Ótimo
691	Masculino	39	Terceirizado	Regular	Ótimo	Ótimo
692	Masculino	36	Servidor	Regular	Ótimo	Regular
693	Masculino	40	Servidor	Regular	Ótimo	Bom
694	Feminino	45	Servidor	Bom	Ótimo	Ótimo
695	Masculino	20	Estagiário	Bom	Ótimo	Ótimo
696	Masculino	33	Servidor	Bom	Regular	Bom
697	Masculino	33	Terceirizado	Bom	Bom	Ótimo
698	Masculino	40	Servidor	Regular	Bom	Bom
699	Feminino	28	Servidor	Bom	Bom	Regular
700	Feminino	39	Servidor	Regular	Ótimo	Bom
701	Masculino	31	Servidor	Bom	Ótimo	Bom
702	Feminino	39	Servidor	Regular	Ótimo	Ótimo
703	Feminino	29	Servidor	Regular	Ótimo	Bom
704	Masculino	30	Servidor	Bom	Bom	Ruim
705	Masculino	33	Servidor	Bom	Ótimo	Regular
706	Feminino	30	Servidor	Regular	Ótimo	Bom
707	Masculino	47	Servidor	Bom	Bom	Bom
708	Masculino	37	Servidor	Bom	Ótimo	Bom
709	Masculino	45	Terceirizado	Bom	Bom	Ótimo
710	Feminino	34	Servidor	Bom	Bom	Bom
711	Masculino	33	Servidor	Regular	Bom	Ótimo
712	Feminino	47	Servidor	Ruim	Bom	Bom
713	Masculino	18	Estagiário	Bom	Ótimo	Bom
714	Feminino	45	Terceirizado	Ruim	Ótimo	Ótimo
715	Feminino	40	Terceirizado	Ruim	Bom	Ótimo
716	Masculino	40	Servidor	Regular	Ótimo	Ótimo
717	Feminino	34	Servidor	Bom	Bom	Bom
718	Masculino	30	Servidor	Bom	Ótimo	Regular
719	Feminino	32	Servidor	Bom	Ótimo	Ruim
720	Feminino	27	Servidor	Bom	Ótimo	Bom
721	Feminino	29	Servidor	Ruim	Bom	Bom
722	Masculino	26	Servidor	Ótimo	Bom	Regular
723	Feminino	25	Servidor	Regular	Ótimo	Bom
724	Feminino	37	Servidor	Ótimo	Ótimo	Regular
725	Masculino	44	Servidor	Regular	Ótimo	Regular
726	Feminino	31	Servidor	Regular	Ótimo	Bom
727	Feminino	39	Terceirizado	Ótimo	Bom	Bom
728	Masculino	40	Servidor	Regular	Ótimo	Bom
729	Feminino	35	Servidor	Regular	Bom	Bom
730	Feminino	35	Servidor	Regular	Ruim	Bom
731	Feminino	35	Terceirizado	Bom	Ótimo	Bom
732	Masculino	39	Terceirizado	Regular	Regular	Bom
733	Masculino	27	Servidor	Bom	Ruim	Ruim
734	Masculino	31	Servidor	Ruim	Bom	Bom
735	Feminino	21	Estagiário	Ruim	Bom	Ótimo
736	Masculino	42	Servidor	Ruim	Bom	Regular
737	Feminino	29	Servidor	Bom	Bom	Bom
738	Masculino	35	Servidor	Ótimo	Bom	Bom
739	Feminino	37	Terceirizado	Bom	Bom	Ótimo
740	Masculino	45	Servidor	Bom	Ótimo	Ótimo
741	Masculino	37	Servidor	Regular	Ótimo	Ótimo
742	Masculino	50	Terceirizado	Regular	Bom	Ótimo
743	Masculino	30	Servidor	Bom	Ótimo	Bom
744	Masculino	18	Estagiário	Regular	Bom	Ótimo
745	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
746	Feminino	31	Servidor	Regular	Bom	Ótimo
747	Masculino	30	Terceirizado	Bom	Ótimo	Ótimo
748	Feminino	29	Servidor	Bom	Ótimo	Bom
749	Feminino	34	Servidor	Regular	Ótimo	Regular
750	Feminino	30	Servidor	Ruim	Bom	Bom
751	Masculino	19	Estagiário	Ótimo	Ótimo	Ótimo
752	Masculino	40	Terceirizado	Regular	Bom	Ótimo
753	Feminino	43	Terceirizado	Bom	Ótimo	Ótimo
754	Feminino	31	Servidor	Bom	Regular	Bom
755	Masculino	36	Servidor	Ruim	Bom	Bom
756	Masculino	44	Terceirizado	Regular	Ruim	Ótimo
757	Masculino	30	Servidor	Bom	Ótimo	Bom
758	Feminino	23	Terceirizado	Regular	Ótimo	Ótimo
759	Masculino	34	Terceirizado	Ótimo	Bom	Ótimo
760	Masculino	38	Terceirizado	Ruim	Ótimo	Ótimo
761	Feminino	18	Estagiário	Ótimo	Regular	Regular
762	Masculino	38	Servidor	Regular	Ótimo	Regular
763	Masculino	34	Servidor	Regular	Bom	Bom
764	Feminino	38	Servidor	Regular	Bom	Ruim
765	Feminino	22	Servidor	Regular	Bom	Ótimo
766	Feminino	37	Servidor	Bom	Ótimo	Bom
767	Feminino	31	Terceirizado	Bom	Ótimo	Ruim
768	Feminino	40	Servidor	Regular	Bom	Regular
769	Feminino	28	Servidor	Regular	Ótimo	Bom
770	Feminino	31	Servidor	Regular	Ótimo	Bom
771	Masculino	35	Servidor	Regular	Ótimo	Bom
772	Feminino	37	Servidor	Regular	Ótimo	Ótimo
773	Masculino	32	Terceirizado	Regular	Ótimo	Ótimo
774	Feminino	42	Servidor	Regular	Ótimo	Bom
775	Masculino	21	Estagiário	Bom	Bom	Ótimo
776	Masculino	38	Terceirizado	Bom	Bom	Ótimo
777	Feminino	34	Servidor	Ótimo	Ótimo	Regular
778	Feminino	34	Terceirizado	Bom	Regular	Ótimo
779	Masculino	39	Servidor	Ótimo	Ótimo	Bom
780	Masculino	39	Terceirizado	Regular	Ótimo	Ótimo
781	Masculino	37	Terceirizado	Bom	Bom	Ótimo
782	Masculino	31	Terceirizado	Ruim	Ótimo	Ótimo
783	Masculino	40	Terceirizado	Ruim	Ótimo	Ótimo
784	Feminino	49	Servidor	Regular	Ótimo	Ótimo
785	Masculino	38	Servidor	Bom	Ruim	Bom
786	Masculino	25	Terceirizado	Regular	Bom	Ótimo
787	Feminino	32	Terceirizado	Regular	Ótimo	Ótimo
788	Feminino	30	Servidor	Ótimo	Ótimo	Regular
789	Feminino	21	Servidor	Bom	Bom	Bom
790	Feminino	35	Terceirizado	Regular	Ruim	Bom
791	Masculino	23	Estagiário	Bom	Bom	Ótimo
792	Feminino	43	Servidor	Regular	Ruim	Regular
793	Feminino	30	Terceirizado	Regular	Regular	Regular
794	Feminino	29	Servidor	Bom	Ótimo	Ruim
795	Masculino	47	Servidor	Regular	Regular	Bom
796	Masculino	19	Estagiário	Bom	Ótimo	Ótimo
797	Masculino	37	Servidor	Ruim	Bom	Regular
798	Feminino	28	Servidor	Bom	Ótimo	Ruim
799	Masculino	18	Estagiário	Regular	Ótimo	Ótimo
800	Masculino	42	Servidor	Regular	Ótimo	Bom
801	Masculino	30	Servidor	Bom	Ótimo	Regular
802	Masculino	24	Servidor	Ótimo	Ótimo	Ruim
803	Masculino	38	Servidor	Bom	Ótimo	Regular
804	Masculino	38	Servidor	Bom	Regular	Bom
805	Feminino	28	Servidor	Regular	Regular	Bom
806	Masculino	41	Servidor	Regular	Ótimo	Bom
807	Masculino	47	Servidor	Bom	Ótimo	Bom
808	Masculino	35	Servidor	Bom	Bom	Bom
809	Feminino	38	Servidor	Bom	Ótimo	Bom
810	Masculino	39	Terceirizado	Bom	Ótimo	Ótimo
811	Masculino	32	Servidor	Regular	Regular	Bom
812	Feminino	26	Servidor	Bom	Ótimo	Ótimo
813	Feminino	35	Servidor	Bom	Ótimo	Regular
814	Feminino	34	Servidor	Ótimo	Bom	Bom
815	Feminino	35	Servidor	Ótimo	Regular	Bom
816	Feminino	38	Terceirizado	Bom	Regular	Bom
817	Masculino	38	Servidor	Ruim	Bom	Ótimo
818	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
819	Feminino	27	Servidor	Bom	Ótimo	Ótimo
820	Feminino	27	Servidor	Bom	Ótimo	Bom
821	Masculino	31	Servidor	Regular	Ótimo	Bom
822	Feminino	39	Servidor	Regular	Ótimo	Ruim
823	Feminino	32	Servidor	Bom	Ótimo	Bom
824	Feminino	36	Servidor	Bom	Ótimo	Bom
825	Feminino	32	Servidor	Bom	Ótimo	Bom
826	Masculino	32	Servidor	Regular	Ótimo	Bom
827	Feminino	41	Servidor	Regular	Bom	Bom
828	Masculino	30	Terceirizado	Regular	Ótimo	Ótimo
829	Feminino	30	Servidor	Ruim	Bom	Ótimo
830	Masculino	22	Estagiário	Bom	Regular	Ótimo
831	Feminino	35	Servidor	Regular	Ótimo	Bom
832	Feminino	39	Servidor	Bom	Bom	Regular
833	Feminino	23	Estagiário	Regular	Ótimo	Ótimo
834	Masculino	39	Servidor	Ruim	Bom	Bom
835	Feminino	39	Servidor	Bom	Ótimo	Bom
836	Feminino	36	Servidor	Ruim	Ótimo	Bom
837	Feminino	30	Servidor	Regular	Ótimo	Bom
838	Feminino	37	Servidor	Ruim	Bom	Bom
839	Feminino	33	Terceirizado	Regular	Ótimo	Ótimo
840	Masculino	32	Servidor	Bom	Ótimo	Bom
841	Feminino	42	Servidor	Ruim	Bom	Bom
842	Masculino	29	Servidor	Bom	Ótimo	Ótimo
843	Feminino	30	Terceirizado	Bom	Regular	Ótimo
844	Masculino	25	Servidor	Regular	Bom	Bom
845	Masculino	42	Servidor	Bom	Ótimo	Ótimo
846	Feminino	29	Servidor	Regular	Ótimo	Bom
847	Masculino	38	Servidor	Regular	Ótimo	Ruim
848	Feminino	28	Servidor	Regular	Bom	Regular
849	Feminino	34	Servidor	Bom	Bom	Ótimo
850	Feminino	38	Servidor	Ótimo	Bom	Bom
851	Feminino	38	Servidor	Ruim	Bom	Bom
852	Feminino	28	Servidor	Ruim	Ótimo	Ótimo
853	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
854	Masculino	46	Terceirizado	Bom	Bom	Bom
855	Feminino	23	Estagiário	Regular	Ótimo	Ótimo
856	Masculino	22	Estagiário	Bom	Bom	Ótimo
857	Masculino	43	Servidor	Ótimo	Bom	Ótimo
858	Masculino	20	Estagiário	Bom	Regular	Bom
859	Masculino	30	Terceirizado	Regular	Ótimo	Ótimo
860	Feminino	26	Servidor	Regular	Bom	Ótimo
861	Masculino	31	Servidor	Bom	Ruim	Regular
862	Masculino	32	Servidor	Regular	Bom	Bom
863	Masculino	28	Terceirizado	Regular	Ótimo	Bom
864	Masculino	44	Servidor	Bom	Ótimo	Regular
865	Masculino	31	Servidor	Bom	Bom	Bom
866	Feminino	42	Terceirizado	Ótimo	Bom	Ótimo
867	Masculino	42	Terceirizado	Bom	Ótimo	Ótimo
868	Masculino	50	Servidor	Regular	Bom	Regular
869	Feminino	35	Servidor	Ótimo	Ruim	Regular
870	Feminino	35	Servidor	Regular	Regular	Ótimo
871	Feminino	22	Estagiário	Bom	Ótimo	Ótimo
872	Masculino	33	Terceirizado	Regular	Bom	Ótimo
873	Feminino	41	Servidor	Bom	Bom	Regular
874	Masculino	37	Terceirizado	Ruim	Ótimo	Ótimo
875	Masculino	35	Servidor	Bom	Ótimo	Bom
876	Feminino	20	Estagiário	Regular	Ótimo	Ótimo
877	Masculino	27	Servidor	Bom	Ótimo	Ótimo
878	Feminino	34	Servidor	Regular	Regular	Bom
879	Feminino	30	Servidor	Bom	Ruim	Bom
880	Masculino	19	Estagiário	Ruim	Ótimo	Bom
881	Masculino	38	Servidor	Bom	Ótimo	Ótimo
882	Feminino	19	Estagiário	Regular	Ótimo	Ótimo
883	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
884	Masculino	46	Servidor	Bom	Ótimo	Bom
885	Masculino	37	Servidor	Regular	Ruim	Bom
886	Feminino	33	Servidor	Ruim	Bom	Regular
887	Masculino	44	Servidor	Bom	Ótimo	Bom
888	Masculino	28	Servidor	Bom	Bom	Bom
889	Masculino	23	Estagiário	Regular	Bom	Bom
890	Masculino	34	Servidor	Bom	Regular	Bom
891	Feminino	38	Servidor	Bom	Ótimo	Bom
892	Feminino	29	Servidor	Ruim	Bom	Ótimo
893	Feminino	38	Servidor	Regular	Ótimo	Bom
894	Feminino	33	Servidor	Bom	Ótimo	Ruim
895	Feminino	21	Estagiário	Regular	Regular	Ótimo
896	Feminino	29	Servidor	Bom	Regular	Bom
897	Masculino	37	Servidor	Bom	Ótimo	Regular
898	Masculino	33	Servidor	Regular	Ótimo	Bom
899	Feminino	33	Servidor	Ótimo	Ótimo	Ótimo
900	Feminino	39	Servidor	Bom	Bom	Bom
901	Feminino	38	Servidor	Regular	Bom	Bom
902	Masculino	19	Estagiário	Ruim	Ótimo	Ótimo
903	Masculino	37	Servidor	Bom	Ótimo	Ótimo
904	Feminino	34	Servidor	Bom	Bom	Bom
905	Masculino	20	Estagiário	Ruim	Ótimo	Ótimo
906	Masculino	43	Terceirizado	Regular	Bom	Ótimo
907	Feminino	44	Terceirizado	Bom	Bom	Bom
908	Feminino	45	Terceirizado	Regular	Ótimo	Ótimo
909	Feminino	36	Servidor	Ruim	Regular	Bom
910	Feminino	38	Servidor	Bom	Ótimo	Ótimo
911	Feminino	35	Terceirizado	Bom	Ótimo	Ótimo
912	Masculino	40	Servidor	Bom	Bom	Ótimo
913	Masculino	42	Servidor	Ruim	Ótimo	Bom
914	Masculino	35	Servidor	Regular	Ótimo	Bom
915	Masculino	30	Servidor	Regular	Ótimo	Bom
916	Feminino	32	Servidor	Ruim	Ótimo	Regular
917	Masculino	34	Servidor	Regular	Bom	Bom
918	Feminino	41	Servidor	Bom	Ótimo	Bom
919	Masculino	23	Estagiário	Ruim	Regular	Ótimo
920	Masculino	34	Terceirizado	Regular	Bom	Ótimo
921	Masculino	39	Servidor	Bom	Regular	Bom
922	Masculino	44	Servidor	Regular	Ótimo	Bom
923	Feminino	31	Servidor	Bom	Ótimo	Bom
924	Masculino	38	Servidor	Ruim	Ótimo	Ruim
925	Feminino	18	Estagiário	Regular	Regular	Ótimo
926	Masculino	38	Servidor	Bom	Bom	Ótimo
927	Masculino	19	Estagiário	Regular	Ótimo	Ótimo
928	Masculino	36	Terceirizado	Ruim	Bom	Ótimo
929	Masculino	34	Servidor	Bom	Bom	Ótimo
930	Feminino	45	Servidor	Regular	Regular	Ótimo
931	Masculino	39	Servidor	Bom	Regular	Regular
932	Masculino	49	Servidor	Bom	Ótimo	Bom
933	Masculino	31	Servidor	Ótimo	Bom	Bom
934	Masculino	39	Servidor	Regular	Regular	Bom
935	Masculino	41	Servidor	Regular	Ótimo	Bom
936	Feminino	21	Estagiário	Bom	Bom	Ótimo
937	Masculino	28	Servidor	Bom	Regular	Bom
938	Feminino	36	Terceirizado	Ruim	Ruim	Ótimo
939	Masculino	35	Servidor	Regular	Bom	Regular
940	Masculino	27	Terceirizado	Regular	Ótimo	Regular
941	Feminino	34	Terceirizado	Ruim	Regular	Bom
942	Feminino	42	Servidor	Ruim	Ótimo	Bom
943	Feminino	38	Servidor	Bom	Ótimo	Bom
944	Feminino	28	Servidor	Bom	Regular	Bom
945	Feminino	29	Servidor	Bom	Bom	Ruim
946	Feminino	38	Servidor	Regular	Ótimo	Bom
947	Masculino	23	Estagiário	Ruim	Ótimo	Ótimo
948	Feminino	39	Terceirizado	Regular	Bom	Ótimo
949	Masculino	31	Servidor	Regular	Ótimo	Bom
950	Masculino	35	Servidor	Regular	Bom	Bom
951	Masculino	38	Terceirizado	Bom	Regular	Ótimo
952	Feminino	38	Terceirizado	Bom	Bom	Ótimo
953	Feminino	33	Servidor	Regular	Bom	Bom
954	Feminino	28	Servidor	Ruim	Ótimo	Bom
955	Feminino	45	Servidor	Ruim	Ótimo	Bom
956	Feminino	35	Servidor	Ruim	Bom	Ótimo
957	Masculino	19	Estagiário	Regular	Regular	Ótimo
958	Masculino	39	Servidor	Ótimo	Bom	Regular
959	Masculino	43	Servidor	Regular	Ótimo	Bom
960	Masculino	33	Servidor	Regular	Bom	Bom
961	Masculino	43	Servidor	Bom	Bom	Bom
962	Masculino	25	Servidor	Regular	Ótimo	Bom
963	Feminino	19	Estagiário	Ruim	Bom	Ótimo
964	Masculino	41	Terceirizado	Ótimo	Ótimo	Ótimo
965	Masculino	48	Terceirizado	Regular	Ótimo	Ótimo
966	Masculino	36	Terceirizado	Ótimo	Bom	Ótimo
967	Masculino	42	Servidor	Bom	Bom	Bom
968	Feminino	38	Terceirizado	Regular	Ótimo	Bom
969	Masculino	30	Servidor	Bom	Bom	Ótimo
970	Feminino	31	Servidor	Regular	Regular	Bom
971	Masculino	36	Servidor	Regular	Ruim	Bom
972	Feminino	29	Servidor	Bom	Ótimo	Bom
973	Masculino	20	Estagiário	Ótimo	Ótimo	Ótimo
